source,date,headline,url,chosen_label,positive,negative,neutral,compound
Global,2023-08-19,"West Kelowna fire chief provides update, shares stories of front-line wildfire fight",https://globalnews.ca/video/9907319/west-kelowna-fire-chief-provides-update-shares-stories-of-front-line-wildfire-fight/,neutral,0.034942992,0.03435151,0.9307055,4.098652372497291e-05
Global,2023-08-19,"Two Ontario cities bordering each other ranked rudest, politest cities in Canada: survey",https://globalnews.ca/news/9904885/ontario-cities-ranked-rudest-polite-canada/,negative,0.030336397,0.39554983,0.5741138,-0.1555393623548884
Global,2023-08-19,Weekend Dish: Blueberry peach crumble,https://globalnews.ca/video/9906464/weekend-dish-blueberry-peach-crumble/,positive,0.27373978,0.007012901,0.7192473,0.07488429699865584
Global,2023-08-19,Bruce Willis’ wife gives tearful update amid his dementia battle,https://globalnews.ca/news/9899434/bruce-willis-wife-emma-heming-dementia-update/,neutral,0.05863073,0.16930151,0.7720678,-0.025225434892313103
Global,2023-08-19,Bruce Willis’ wife gives tearful update amid his dementia battle,https://globalnews.ca/video/9900470/bruce-willis-wife-gives-tearful-update-amid-his-dementia-battle/,neutral,0.05863073,0.16930151,0.7720678,-0.025225434892313103
Global,2023-08-19,"Global News Hour at 6 BC: Aug, 8",https://globalnews.ca/video/9906776/global-news-hour-at-6-bc-aug-8-4/,neutral,0.046162706,0.008646606,0.9451907,0.0020562302604263394
Global,2023-08-19,Approaching wildfire forces Yellowknife residents to evacuate,https://globalnews.ca/video/9907267/approaching-wildfire-forces-yellowknife-residents-to-evacuate/,negative,0.017556649,0.26875037,0.7136931,-0.07191850315294168
Global,2023-08-19,Hastings Prince Edward Public Health nurses set to go on strike,https://globalnews.ca/news/9906541/hastings-prince-edward-public-health-nurses-strike/,negative,0.016178291,0.39604414,0.5877776,-0.15658920887373995
Global,2023-08-19,Chief says excavation of Manitoba church basement found no evidence of human remains,https://globalnews.ca/news/9906433/chief-excavation-manitoba-church-basement/,negative,0.013025049,0.3589267,0.6280482,-0.12865875444977348
Global,2023-08-19,B.C. wildfires: 160+ fires considered ‘out of control’,https://globalnews.ca/video/9906737/b-c-wildfires-160-fires-considered-out-of-control/,negative,0.013104699,0.4577539,0.52914137,-0.20936690986212447
Global,2023-08-19,West Kelowna fire chief informs no return date for evacuees at this time,https://globalnews.ca/video/9907322/west-kelowna-fire-chief-informs-no-return-date-for-evacuees-at-this-time/,negative,0.013266419,0.34214106,0.6445925,-0.11688450856989618
Global,2023-08-19,"9-year-old boy with autism goes missing from Brooklyn IKEA, found dead hours later",https://globalnews.ca/news/9905062/boy-missing-ikea-autism-brooklyn-found-dead/,negative,0.014608971,0.58527476,0.4001163,-0.34233310067671674
Global,2023-08-19,B.C. declares provincial state of emergency amid worst wildfire season on record,https://globalnews.ca/video/9906764/b-c-declares-provincial-state-of-emergency-amid-worst-wildfire-season-on-record/,negative,0.013352094,0.75206184,0.23458605,-0.5654187495461409
Global,2023-08-19,"Fort Providence, N.W.T. offers island of refuge for weary wildfire evacuees",https://globalnews.ca/news/9906519/fort-providence-wildfire-evacuees/,neutral,0.079489715,0.019871552,0.9006386,0.005923745399101676
Global,2023-08-19,KFL&A United Way CEO steps down after 24 years at the helm,https://globalnews.ca/news/9906014/kfla-united-way-ceo-steps-down-after-24-years-at-the-helm/,negative,0.042794455,0.24804276,0.7091628,-0.059693849931238496
Global,2023-08-19,"Wildfire threatening West Kelowna expands to 10,500 hectares",https://globalnews.ca/news/9904497/west-kelowna-fire-evacuation-order-structures-lost/,negative,0.022440748,0.35440826,0.6231509,-0.12510165961625397
Global,2023-08-19,B.C. declares state of emergency amid ‘worst wildfire season in our province’s history’,https://globalnews.ca/news/9905688/bc-wildfire-provincial-update-august-18-2023/,negative,0.008007839,0.84169286,0.15029941,-0.7083826666028461
Global,2023-08-19,"Manitoba woman, 31, dead in single-vehicle rollover",https://globalnews.ca/news/9907180/manitoba-woman-dead-single-vehicle-rollover/,negative,0.014407416,0.5436671,0.44192538,-0.2953663975180518
Global,2023-08-19,Emergency officials said cold front has passed through but effects lingering in Central Okanagan,https://globalnews.ca/video/9907320/emergency-officials-said-cold-front-has-passed-through-but-effects-lingering-in-central-okanagan/,neutral,0.031688843,0.076878995,0.891432,-0.004906204973107675
Global,2023-08-19,Omicron’s cousin: EG.5 COVID-19 subvariant rising in Canada,https://globalnews.ca/video/9887222/omicrons-cousin-eg-5-covid-19-subvariant-rising-in-canada/,neutral,0.019503592,0.16374074,0.8167556,-0.026430650271632494
Global,2023-08-19,Latest CORK event a dry-run for 2026 world championships,https://globalnews.ca/news/9906363/latest-cork-event-a-dry-run-for-2026-world-championships/,neutral,0.0773931,0.010933753,0.9116731,0.005870145827796769
Global,2023-08-19,N.W.T. wildfires are forcing towns to empty. How do you evacuate a hospital?,https://globalnews.ca/news/9905902/nwt-wildfires-evacuate-hospital/,negative,0.005615638,0.83468074,0.15970354,-0.6966604573850468
Global,2023-08-19,Canada monitoring new COVID variant BA.2.86 found in at least 4 countries,https://globalnews.ca/news/9906142/covid-variant-ba286-canada/,neutral,0.024679612,0.08351035,0.89181006,-0.006364893645278702
Global,2023-08-19,‘Glad to be out of here’: Yellowknife residents flee as wildfire creeps closer,https://globalnews.ca/video/9906739/glad-to-be-out-of-here-yellowknife-residents-flee-as-wildfire-creeps-closer/,positive,0.4347055,0.06203879,0.50325584,0.1851200135513409
Global,2023-08-19,Smash and grab robberies impacting communities across the U.S.,https://globalnews.ca/video/9905205/smash-and-grab-robberies-impacting-communities-across-the-u-s/,negative,0.012149172,0.66423523,0.3236156,-0.4410608444625659
Global,2023-08-19,Saskatoon apartment balcony blazes after smoking material starts fire,https://globalnews.ca/news/9907257/saskatoon-balcony-fire/,negative,0.010840361,0.6777216,0.31143808,-0.45918904060638965
Global,2023-08-19,B.C. officials predict record-breaking wildfire season to worsen this week,https://globalnews.ca/video/9904105/b-c-officials-predict-record-breaking-wildfire-season-to-worsen-this-week/,negative,0.010798162,0.7172228,0.27197903,-0.5142919587066608
Global,2023-08-19,‘We just want to help’: Volunteers provide support during NWT fire crisis,https://globalnews.ca/video/9906742/we-just-want-to-help-volunteers-provide-support-during-nwt-fire-crisis/,positive,0.43135747,0.01138191,0.5572607,0.185939683883257
Global,2023-08-19,NWT wildfires: The complexity and challenges of Yellowknife’s evacuation,https://globalnews.ca/video/9906743/nwt-wildfires-the-complexity-and-challenges-of-yellowknifes-evacuation/,negative,0.019113984,0.24376956,0.73711646,-0.059058252045680604
Global,2023-08-19,NWT wildfires: Yellowknife residents seek shelter in Alberta,https://globalnews.ca/video/9906744/nwt-wildfires-yellowknife-residents-seek-shelter-in-alberta/,neutral,0.023715435,0.07702233,0.89926225,-0.005370016439640857
Global,2023-08-19,"Montreal, Pierrefonds mayors approve $62-million aquatic complex",https://globalnews.ca/news/9906074/montreal-pierrefonds-mayors-approve-aquatic-complex/,positive,0.24055296,0.012354865,0.74709207,0.05771310854060463
Global,2023-08-19,"Zumper report shows high demand, low vacancy for Sask. students looking for housing",https://globalnews.ca/news/9907145/zumper-report-high-demand-low-vacancy-sask-students-housing/,neutral,0.044597648,0.10200464,0.8533977,-0.008415995471548143
Global,2023-08-19,Wildfires: How to talk to your kids about emergency evacuations,https://globalnews.ca/news/9905919/wildfire-evacation-how-to-talk-to-kids/,neutral,0.038897492,0.091448486,0.86965406,-0.00684980872358576
